LexGram	Gloss1	Gloss2	GramCat	VarPron	GramStr	SemF	Syn	Samples	Comm	NSC	Coll	Lang1	Lang2	Date	Rec	Doc	Nbk	Strg	Date added
po kwɑʔ θɑ pwæ	old man		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po mu (po)	girl		noun			people				TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po mu poe gə gɛʔətɑ pomu bwɑ lɑ	the girl becomes a woman		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po mu θɑ pʰwɑ	old woman		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po mu θɑ sɑ	young woman		phrase			people				TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po mu θɑθɑʔeʔ əʔ mi	the young woman sleeps		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po mu θɑθɑʔeʔ o bwe	the young woman rests		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
po θɑ poʔ o plɛ tɑ	the baby is born		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
pokwa təɔɣɔ na θuʔu θaʔu mi lə ʔə ma θi	the man grieves because his wife has died		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
pokwa təɣa ne pli ta lɔ  twi a ɣɔ mi lə keju θətu ne lɔ	The man is afraid for the dog because of the lion		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
pokwa təɣa ne pli twi nɔ/lɔ	The man is afraid for the dog		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
pokwa θuku θaʔu	the man grieves		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
pokwa θuʔu θaʔu	the man grieves		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
pu or tʃitwi tʃi tʃi po	a little		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
pʌ θɑ wi tɑʔ θɑ wiʔ	we sing		phrase							TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
pwa mo kə pʷʁa	body	of human	noun			body				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
pwa mo kə sʰa	body	human	noun			body				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
pwɑ mu gə me	a married woman whose husband has died (widow)		noun			people				TS	JGS						1		Fall 2012
pwɑ mu gə me	widow		noun			people					JGS								Fall 2012
pwɑ mu pwɑ	married woman		noun			people					JGS								Fall 2012
pwɑ mu pwɑ	married woman		noun			people				TS	JGS						1		Fall 2012
pwɑ po mu	woman		noun			people					JGS								Fall 2012
pwɑ po mu	woman		noun			people				TS	JGS						1		Fall 2012
pwɑ pu pwɑ	married man		noun			people					JGS								Fall 2012
pwɑ pu pwɑ	married man		noun			people				ETP	JGS						1		Fall 2012
pwa ʁe to mu	actress		noun			people,entertainment				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
pwa θa wi ta po	singer		noun			entertainment,people				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
pwa θa wi ta po i ə θa ku	the singer is happy		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
pwa χɹe ɔ ta po	beggar		noun							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
pwa χɹe ɔ ta po i ə θa ku	the beggar is happy		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
pwæ po kwɑ	unmarried man		noun			people					JGS								Fall 2012
pwæ po kwɑ	unmarried man		noun			people				ETP	JGS						1		Fall 2012
pwi	light		adjective							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
pε ne	there is		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
pε ne ŋæ tɔ ɔ pæ lə kə pɔ əʁɔ pæʔ	there are no fish to be caught		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
ʁɔ kɔ	morning		noun			time				TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
sa kɔ	paper		noun			work				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
sæ sæ po kwɑ po, sæ sæ po kwɑ, po kwɑ po sæ sæ 	young man		phrase			people				TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
sə mula	wish		verb							NB	JGS			11/7/2012	WedNov7of2012at4pm		2		Fall 2012
sevə tɔ pε lε	when		pronoun							NB	JGS			11/7/2012	WedNov7of2012at4pm		2		Fall 2012
sʰa kɔ pɔ kɔ	body	animal	noun			animals				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
sʰokəmɔ	power		noun							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
si kɔ	too, as well		adverb							NB	JGS			11/7/2012	WedNov7of2012at4pm		2		Fall 2012
so kʰə mʊ̂	power		noun							TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
ʃu	wash (clothes)		verb							TS	JGS			9/20/2012	ThuSept20of2012MsTriSaTrentJessica		1		Fall 2012
su to ma	very strong		phrase							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
t(ʰ)a kə pʰo	light		adjective							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
t(ʰ)a ki	darkness		noun							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
t(ʰ)a ki θu	darkness		noun							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
ta kɔ tæ næ	leader		noun			government,people				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
ta lɔ	one place		phrase			locations				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
ta lɔ tə pʰo	region	"one part of the place"	noun			locations				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
ta ma	work		verb			work				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
ta tʉ	war		noun			war				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
ta tʉ kɔ	roof		noun			house,buildings				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
ta ʔə sʰə	line		noun							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
taʔə	cloud		noun			nature				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
taθawiʔ	song		noun			entertainment				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
tɔ	high		adjective							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
tɔ ɔ pæ	no		adverb							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
tə ɔ paʔ	no		adverb							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
tə næ kʰe	harp		noun			entertainment				TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
tə sʰi	ten	10	numeral			numbers				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
tʰa	it		pronoun							TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
tʰa kə pʰo	light		adjective							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
tʰa pli tʰa ne me ta ʊθa tə kɔ nɔ	fear is a terrible thing		phrase			emotions				NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
tʰɑ θɑ wǐ	music		noun			entertainment				TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
tʰi	water		noun			food,nature				TS	JGS			9/20/2012	ThuSept20of2012MsTriSaTrentJessica		1		Fall 2012
tʰi	water		noun			food,nature				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
tʰi gɔ	country		noun			locations,government				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
tʰi pli mu	water with a very strong current in the middle of it		phrase							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
tʰi ta tu	a lot of water		phrase							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
tʰi ʔæ	a lot of water		phrase							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
to ta	grow		verb			plants,nature,farming				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
tʃikɑ i gəgetɑʔa θu	the shirt becomes black		phrase							TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
tu pa	feel		verb							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
tu pa	I feel		phrase			emotions				NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
tuʷe	light (a candle)		verb							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
twi ɑ θɑku	the dog is happy		phrase							TS	JGS						1		Fall 2012
twi ɑ θɑku	the dog is happy		phrase							ETP	JGS						1		Fall 2012
twi ne lɔ pli	the dog is afraid		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
twi ne pli t(ʰ)a nə ta ki  lɔ	the dog is afraid of the dark		phrase							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
twi so ke	the dog is sick		phrase							ETP	JGS						1		Fall 2012
twi so ke	the dog is sick		phrase							TS	JGS						1		Fall 2012
twi tʃi tʃi po	a little dog		phrase			animals				TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
tθe	wash (dishes)		verb							TS	JGS			9/20/2012	ThuSept20of2012MsTriSaTrentJessica		1		Fall 2012
ʊ θa	terrible		adjective							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
ʊθa	badly, terrible		adverb							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
ε	like		verb							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θɑ do	anger		noun			emotions				TS	JGS						1		Fall 2012
θɑ ku	happiness		noun			emotions				ETP	JGS						1		Fall 2012
θɑ ku	happiness, happy		noun			emotions					JGS								Fall 2012
θɑ ku	happy		adjective			emotions				TS	JGS						1		Fall 2012
θɑ ku	happy		adjective			emotions				ETP	JGS						1		Fall 2012
θa pwi	happy	heart light	adjective			emotions				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θɑ pwo	sad		adjective			emotions					JGS								Fall 2012
θɑ pwo	sad		adjective			emotions				ETP	JGS						1		Fall 2012
θɑ sɑ	young man		phrase			people				TS	JGS			9/13/2012	ThuSept13of2012OfficeMsTriSaJessica		1		Fall 2012
θɑ su θa sɑ	sickness		noun			health					JGS								Fall 2012
θɑ su θa sɑ	sickness		noun			health				TS	JGS						1		Fall 2012
θa to ta ʔe ə tɔ	the grown tree is big		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θa wi	sing		verb			entertainment				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θa wi	song		noun			entertainment				TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
θa wi ta	singing		gerund			entertainment				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θa wi ta təmimi	sing something		phrase			entertainment				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θa wi ta ε ʁe lə nə ʁə	singing is good for you		phrase			entertainment				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θɑ wiʔ ta	song		noun			entertainment				TS	JGS			10/4/2012	ThurOct4of2012OfficeJessicaTrent				Fall 2012
θaku	happy		adjective			emotions				NB	JGS			11/7/2012	WedNov7of2012at4pm		2		Fall 2012
θawi	hungry		adjective			food				NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
θe to ta	the grown tree		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θe to ta	tree grows		phrase			plants				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θe u ʔɔ	the tree burns		phrase							NB	JGS			11/20/2012	TuesNov20of2012Jessica		2		Fall 2012
θə wɑ dɑ plə	the whole village		phrase							TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wɑ də nɔ	a few villages		phrase			buildings				TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wɑ də nɔ	some villages		phrase			house				TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wɑ kə lə	all the villages		phrase			buildings				TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wɔ dɑ du	many villages		phrase			house,buildings,locations				TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wo	village		noun			locations				TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wo	village		noun			locations				TS	JGS			9/9/2012	ThurSept9of2012OfficeJessicaTrent				Fall 2012
θə wo ki plʌ	two villages		phrase							TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θə wo o plə də si	10 villages		phrase			buildings				TS	JGS			7/9/2012	ThurSept9of2012OfficeJessicaTrent		1		Fall 2012
θi	die		verb							NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
θu ta ta e gɔ kε	building is difficult		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θu tæ hiʔi gɔ kε	building houses is difficult		phrase			buildings				TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
θuku θaɣɔ	grief	"feeling really bad in your heart"	noun			emotions				NB	JGS			11/5/2012	MonNov5of2012MattJessicaHannah		2		Fall 2012
χɹi ɔ ta I go kε	begging is difficult		phrase							TS	JGS			11/8/2012	ThurNov80f2012at12pm		2		Fall 2012
ai	narrow		adjective							TS	JrJ	KSW	ksw	9/12/2012			Page 9, 9/12 #4	Patriot 32 gb	Fall 2012
aklaʁi	outside		adposition			locations				TS;NB	JRJ	KSW	ksw	9/24/2012	ClassroomSession9/24 26m 19s		Page 13, 9/24 #11	Patriot 32 gb	Fall 2012
alatuklu	before		adposition							TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 22m 42s		Page 15, 9/26 #2	Patriot 32 gb	Fall 2012
aluapu	after		adposition							TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 23m 4s		Page 15, 9/26 #4	Patriot 32 gb	Fall 2012
alʌsenɔ	chair		noun			house				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 20m 36s		Page 39, 11/7 #45	Patriot 32 gb	Fall 2012
aɲa	young		adjective	ɲabɔ						TS	JRJ	KSW	ksw	9/12/2012	TriSaOfficeSession9/12 1pm 4m 49s		Page 10, 9/12 #17	Patriot 32 gb	Fall 2012
anide	bigger than		comparative							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 16m 21s		Page 38, 11/7 #36	Patriot 32 gb	Fall 2012
apu	near		adposition			locations				TS;NB	JRJ	KSW	ksw	9/24/2012	ClassroomSession9/24 25m 25s		Page 12, 9/24 #9	Patriot 32 gb	Fall 2012
ata	owner		noun			people				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 21m 47s		Page 40, 11/7	Patriot 32 gb	Fall 2012
atɔ	tall		adjective							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 59s		Page 34, 11/7 #4	Patriot 32 gb	Fall 2012
awe pokwa	his	third person male singular pronoun	pronoun							TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 2m 53s		Page 5, 9/5 #6	Patriot 32 gb	Fall 2012
awe pomu	her	third person female singular pronoun	pronoun							TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 3m 8s		Page 5, 9/5 #7	Patriot 32 gb	Fall 2012
aθaboa	old		adjective							TS	JRJ	KSW	ksw	9/12/2012	TriSaOfficeSession9/12 1pm 4m 38s		Page 10, 9/12 #16	Patriot 32 gb	Fall 2012
ble	tongue	the part of the mouth for speaking	noun			body				TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 8m 31s		Page 7, 9/5 #31	Patriot 32 gb	Fall 2012
dane	give		verb							TS	JRJ	KSW	ksw	10/10/2012	WedOct10of2012 1pm 45m 8s		Page 21, 10/10 #7		Fall 2012
də	with		adposition							TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 30m 50s		Page 16, 9/26 #15	Patriot 32 gb	Fall 2012
demu	younger sister		noun			people				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 9m 8s		Page 36, 11/7 #23	Patriot 32 gb	Fall 2012
depo	younger brother		noun			people				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 11m 23s		Page 37, 11/7 #28	Patriot 32 gb	Fall 2012
dise	more		adjective							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 15m 56s		Page 38, 11/7 #36	Patriot 32 gb	Fall 2012
dodare	pretty		adjective							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 9m 23s		Page 36, 11/7 #23	Patriot 32 gb	Fall 2012
doma	so		adverb							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 9m 44s		Page 36, 11/7 #24	Patriot 32 gb	Fall 2012
done	than		conjunction							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 11m 23s		Page 37, 11/7 #29	Patriot 32 gb	Fall 2012
dume	point		verb							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 47m 11s		Page 18. 10/3 #10	Patriot 32 gb	Fall 2012
dʌ papa	incorrect		adjective							TS	JRJ	KSW	ksw	9/12/2012	TriSaOfficeSession9/12 1pm 5m 5s		Page 10, 9/12 #19	Patriot 32 gb	Fall 2012
e	like		verb							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 13m 11s		Page 37, 11/7 #30	Patriot 32 gb	Fall 2012
əpu	jump		verb							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 1h 1m 34s		Page 20, 10/3 #33	Patriot 32 gb	Fall 2012
ha	question marker		particle							TS	JRJ	KSW	ksw	10/10/2012	WedOct10of2012 1pm 59m 32s		No nbk entry		Fall 2012
hago	bake		verb			food				TS	JRJ	KSW	ksw	10/10/2012	WedOct10of2012 1pm 47m 1s		Page 22, 10/10 #12		Fall 2012
hɔkola θanari	1 am		phrase			time				TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 22m 16s		Page 15, 9/26 #1	Patriot 32 gb	Fall 2012
he	hand (me)		verb							TS	JRJ	KSW	ksw	10/10/2012	WedOct10of2012 1pm 42m 53s		Page 21, 10/10 #1		Fall 2012
honahri	8pm		noun			time				TS;NB	JRJ	KSW	ksw	9/24/2012	ClassroomSession9/24 23m 7s		Page 12, 9/24 #4	Patriot 32 gb	Fall 2012
imiti	tired		adjective							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 54m 40s		Page 20, 10/3 #23	Patriot 32 gb	Fall 2012
jəkatakwi	mouth open		phrase							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 52m 57s		Page 19, 10/3 #22	Patriot 32 gb	Fall 2012
jərito	energy from coffee		adjective			food				TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 57m 59s		Page 20, 10/3 #27	Patriot 32 gb	Fall 2012
jo	their	third person plural pronoun	pronoun, possessive					their head        1m 12s, their eyes  5m 4s, their mouths   7m 19s		TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 1m 12s		Page 5, 9/5 #8	Patriot 32 gb	Fall 2012
jʌ	my	first person singular pronoun	pronoun, possessive							TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 40s		Page 5, 9/5 #10	Patriot 32 gb	Fall 2012
kabɔ	big ship		noun			transportation				TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 27m 39s		Page 16, 9/26 #11	Patriot 32 gb	Fall 2012
kɔt͡ʃe	sneeze		verb			body				TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 1h 29s		Page 20, 10/3 #31	Patriot 32 gb	Fall 2012
kəmukəma	surprised		adjective							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 52m 40s		Page 19, 10/3 #19	Patriot 32 gb	Fall 2012
kəpuθusu	snoring		adjective			body				TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 56m 51s		Page 20, 10/3 #24	Patriot 32 gb	Fall 2012
kətiluθa	meet		verb			people				TS;NB	JRJ	KSW	ksw	9/24/2012	ClassroomSession9/24 22m 16s		Page 12, 9/24 #1	Patriot 32 gb	Fall 2012
kʰapʰa	beside		adposition							TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 32m 7s		Page 17, 9/26 #18	Patriot 32 gb	Fall 2012
kikalʌ	both		adjective							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 15m 32s		Page 38, 11/7 #34	Patriot 32 gb	Fall 2012
klenebɔ	after	temporal	adposition							TS;NB	JRJ	KSW	ksw	9/24/2012	ClassroomSession9/24 33m 21s		Page 13, 9/24 #17	Patriot 32 gb	Fall 2012
kli	boat		noun			transportation				TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 26m 5s		Page 16, 9/26 #9	Patriot 32 gb	Fall 2012
klise	motor boat		noun			transportation				TS	JRJ	KSW	ksw	9/26/2012	TriSaOfficeSession9/26 1pm 27m 6s		Page 16, 9/26 #10	Patriot 32 gb	Fall 2012
ko.ʌheda	doesn't like		adjective							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 46m 9s		Page 18. 10/3 #9	Patriot 32 gb	Fall 2012
kopɔθa	apple pie		noun			food				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 15m 1s		Page 38, 11/7 #33	Patriot 32 gb	Fall 2012
kopu	mouth	the part of the face for speaking	noun			body				TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 6m 39s		Page 6, 9/5 #25	Patriot 32 gb	Fall 2012
kotutu	speak	making language utterances	verb				lelio			TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 7m 59s		Page 7, 9/5 #30	Patriot 32 gb	Fall 2012
koθa	hair	the strands from the head	noun			body				TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 2m 15s		Page 5, 9/5 #6	Patriot 32 gb	Fall 2012
koθari	head	the body part, the head	noun			body				TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 1m 12s		Page 5, 9/5 #8	Patriot 32 gb	Fall 2012
kuki	cookies		noun			food				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 17m 30s		Page 38, 11/7 #36	Patriot 32 gb	Fall 2012
kʌpujet	smooth		adjective							TS	JRJ	KSW	ksw	9/12/2012	TriSaOfficeSession9/12 1pm 2m 45s		Page 9, 9/12 #10	Patriot 32 gb	Fall 2012
laʌ	ugly		adjective							TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 6m 9s		Page 35, 11/7 #16	Patriot 32 gb	Fall 2012
lɔni	funny		adjective							TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 50m 41s		Page 19, 10/3 #17	Patriot 32 gb	Fall 2012
le	book		noun			work				TS	JRJ	KSW	ksw	11/7/2012	TriSaOfficeSessionNov7 1pm 1m 55s		Page 34, 11/7 #7	Patriot 32 gb	Fall 2012
le	question marker		particle							TS	JRJ	KSW	ksw	10/10/2012	WedOct10of2012 1pm 58m 39s		No nbk entry		Fall 2012
lelio	speak	making language utterances	verb				kotutu			TS	JRJ	KSW	ksw	9/5/2012	TriSaOfficeSession 9/5 7m 54s		Page 7, 9/5 #29	Patriot 32 gb	Fall 2012
lilɔ pli	sticking out tongue		noun			body				TS	JRJ	KSW	ksw	10/3/2012	WedOct3of2012 1pm 51m 9s		Page 19, 10/3 #18	Patriot 32 gb	Fall 2012
